time (epoch),weight (kg)
1481544900.0,66.4
1481545800.0,66.46
1481546700.0,66.28
1481547600.0,66.35
1481548500.0,66.28
1481549400.0,66.34
1481550300.0,66.27
1481551200.0,66.3
1481552100.0,66.3
1481553000.0,66.36
1481553900.0,66.3
1481554800.0,66.29
1481555700.0,66.14
1481556600.0,66.31
1481557500.0,66.26
1481558400.0,66.23
1481559300.0,66.15
1481560200.0,66.22
1481561100.0,66.12
1481562000.0,66.21
1481562900.0,66.17
1481563800.0,66.19
1481564700.0,66.14
1481565600.0,66.08
1481566500.0,66.15
1481567400.0,66.14
1481568300.0,66.16
1481569200.0,66.14
1481570100.0,66.16
1481571000.0,66.15
1481571900.0,66.13
1481572800.0,66.14
1481573700.0,66.13
1481574600.0,66.12
1481575500.0,66.11
1481576400.0,66.11
1481577300.0,66.11
1481578200.0,66.09
1481579100.0,66.1
1481580000.0,66.07
1481580900.0,66.11
1481581800.0,66.06
1481582700.0,66.08
1481583600.0,66.12
1481584500.0,66.12
1481585400.0,66.08
1481586300.0,66.1
1481587200.0,66.14
1481588100.0,66.14
1481589000.0,66.14
1481589900.0,66.13
1481590800.0,66.16
1481591700.0,66.13
1481592600.0,66.14
1481593500.0,66.14
1481594400.0,66.12
1481595300.0,66.16
1481596200.0,66.17
1481597100.0,66.17
1481598000.0,66.16
1481598900.0,66.15
1481599800.0,66.13
1481600700.0,66.1
1481601600.0,66.12
1481602500.0,66.13
1481603400.0,66.13
1481604300.0,66.11
1481605200.0,66.13
1481606100.0,66.1
1481607000.0,66.12
1481607900.0,66.14
1481608800.0,66.14
1481609700.0,66.14
1481610600.0,66.1
1481611500.0,66.12
1481612400.0,66.1
1481613300.0,65.93
1481614200.0,66.09
1481615100.0,66.09
1481616000.0,66.02
1481616900.0,66.03
1481617800.0,66.03
1481618700.0,66.03
1481619600.0,66.04
1481620500.0,65.9
1481621400.0,66.02
1481622300.0,65.99
1481623200.0,65.97
1481624100.0,65.98
1481625000.0,65.99
1481625900.0,65.9
1481626800.0,65.94
1481627700.0,65.88
1481628600.0,65.89
1481629500.0,65.95
1481630400.0,65.91
1481631300.0,65.96
1481632200.0,65.9
1481633100.0,65.88
1481634000.0,65.87
1481634900.0,65.86
1481635800.0,65.96
1481636700.0,65.96
1481637600.0,66.01
1481638500.0,66.0
1481639400.0,65.99
1481640300.0,65.92
1481641200.0,65.91
1481642100.0,65.62
1481643000.0,65.93
1481643900.0,65.9
1481644800.0,65.91
1481645700.0,65.66
1481646600.0,65.79
1481647500.0,65.73
1481648400.0,65.48
1481649300.0,65.47
